"Install_Dates","campaign_id","Country","installs","spends"
"2020-04-14","789470","PL","226","24.8"
"2020-03-23","92492","HR","13","0.34"
"2020-05-11","804309","US","0","0.2"
"2020-05-09","792410","VN","86","2.21"
"2020-04-17","22083","CA","0","0.91"
"2020-04-24","794235","BG","1","0.01"
"2020-03-25","159854","UK","3","0.82"
"2020-04-28","790678","TW","1","0.52"
"2020-04-23","794235","LB","29","0.15"
"2020-05-14","794235","BF","5","0.04"
"2020-03-21","788454","JP","14","3.82"
"2020-03-22","22083","RU","0","0.37"
"2020-05-03","789909","RU","233","29.13"
"2020-05-01","790592","SK","2","0.47"
"2020-05-11","787481","DE","1","0.19"
"2020-04-29","90039","BE","37","42.03"
"2020-05-01","19115","KR","2","1.48"
"2020-05-13","794235","MG","2","0.02"
"2020-04-13","789505","PL","11","3.3"
"2020-03-30","789016","NO","7","1.12"
"2020-04-04","790629","SK","4","0.21"
"2020-04-04","791542","UK","43","11.84"
"2020-04-11","19115","ES","66","11.4"
"2020-04-19","793773","JO","0","0.02"
"2020-04-18","789050","NZ","2","0.36"
"2020-03-30","94692","UA","394","171.47"
"2020-04-10","789292","PL","98","13.32"
"2020-05-01","788298","IT","207","32.03"
"2020-04-12","90619","DK","1","1.02"
"2020-04-09","19115","NO","8","3.74"
"2020-04-25","19115","SE","1","0.45"
"2020-04-10","19115","FI","13","2.37"
"2020-04-29","791455","UA","25","5.2"
"2020-04-23","94248","QA","0","0.01"
"2020-04-05","92412","UN","0","0.01"
"2020-05-12","791179","UA","63","25.82"
"2020-04-22","95040","UA","237","41.7"
"2020-05-15","792410","AR","201","3.96"
"2020-04-20","93027","KR","8","6.89"
"2020-04-11","93101","KR","0","0.25"
"2020-05-05","790465","RU","2","0.4"
"2020-04-02","803287","AT","1","0.58"
"2020-04-30","90619","DE","58","62.81"
"2020-04-18","160483","JP","15","9"
"2020-03-26","96018","US","26","2.58"
"2020-05-02","90375","CH","5","14.49"
"2020-04-11","792136","US","55","53.6"
"2020-04-21","788127","IN","329","12.39"
"2020-04-05","19115","RO","11","0.87"
"2020-05-11","794235","MM","18","0.11"
"2020-04-15","792107","PH","3","0.03"
"2020-04-09","19115","CZ","32","5.07"
"2020-04-09","786995","CH","43","29.64"
"2020-04-27","160483","TW","27","24.49"
"2020-04-05","788794","KZ","52","1.71"
"2020-05-15","19115","DK","8","18.49"
"2020-04-16","159253","DE","18","7.47"
"2020-04-07","19115","HU","14","1.18"
"2020-05-08","789616","RU","3","0.51"
"2020-03-22","19115","CH","1","1.32"
"2020-05-14","95842","US","3","3.88"
"2020-04-17","791763","US","73","67.8"
"2020-04-27","789436","PL","265","59.65"
"2020-04-28","786589","BR","5","0.82"
"2020-05-17","19115","IT","5","3.88"
"2020-03-26","19115","DE","167","118.14"
"2020-05-12","790034","RU","288","39.15"
"2020-04-26","787170","CZ","8","1.51"
"2020-04-10","91502","FI","9","0.24"
"2020-04-05","788445","JP","20","34.94"
"2020-04-23","22083","BR","3","0.45"
"2020-04-16","22083","JP","5","0.35"
"2020-05-16","794235","TG","1","0.01"
"2020-04-28","19115","PL","87","31.48"
"2020-03-21","791927","US","22","8.66"
"2020-04-17","159854","FR","20","3.09"
"2020-04-04","90133","BY","29","0.42"
"2020-04-10","19115","BE","20","4.47"
"2020-04-19","94530","SK","35","32.27"
"2020-04-13","788839","LV","13","2.93"
"2020-05-15","794235","UA","1","0.01"
"2020-04-02","19115","US","84","134.62"
"2020-05-17","789721","RU","15","2.53"
"2020-03-30","90464","CZ","57","39.34"
"2020-05-04","160845","RU","1404","265.44"
"2020-05-07","159854","IT","13","1.94"
"2020-04-17","793773","TN","0","0.04"
"2020-04-12","19115","CA","1","0.54"
"2020-04-23","788636","KZ","539","46.31"
"2020-03-19","19115","RU","1047","205.9"
"2020-04-04","159253","AT","6","2.05"
"2020-04-04","19115","TW","20","15.65"
"2020-03-18","92926","KR","0","1.36"
"2020-05-14","794235","FJ","1","0.02"
"2020-04-29","22083","KR","0","0.74"
"2020-05-18","786686","BY","229","21.72"
"2020-04-04","89897","AU","7","20.18"
"2020-04-19","789528","RO","137","20.02"
"2020-03-22","19115","AT","6","1.76"
"2020-05-14","794235","GD","1","0.01"
"2020-04-26","794235","LY","6","0.02"
"2020-04-21","793773","NI","0","0.01"
"2020-04-23","93806","PL","113","43.8"
"2020-03-22","96175","UZ","47","0.61"
"2020-04-10","788019","GE","47","1.81"
"2020-05-16","786411","AT","30","18.73"
"2020-04-07","788982","MX","3","0.09"
"2020-05-18","19115","HR","11","1.06"
"2020-05-01","93761","NZ","2","5.65"
"2020-04-07","19115","FR","24","7.17"
"2020-05-06","792410","MX","48","1.06"
"2020-03-21","160483","KR","10","5.45"
"2020-03-25","96175","RO","5","0.02"
"2020-04-14","91425","FI","21","23.83"
"2020-04-10","94157","QA","0","0.19"
"2020-04-19","19115","IE","4","6.15"
"2020-05-04","93619","NO","10","14.89"
"2020-03-20","787847","FR","180","19.36"
"2020-03-20","791300","UA","475","20.7"
"2020-04-12","786429","AT","52","30.36"
"2020-04-27","794235","LK","3","0.02"
"2020-05-10","794235","BO","7","0.04"
"2020-04-29","22083","IT","7","2.31"
"2020-04-05","19115","UK","13","6.39"
"2020-05-18","794235","UY","6","0.04"
"2020-03-25","95659","US","4","2.08"
"2020-04-17","787605","DE","58","48"
"2020-03-27","158519","UA","62","3.68"
"2020-04-02","803393","UA","3","0.34"
"2020-04-19","792342","TR","0","0.24"
"2020-04-24","792410","TR","14","0.28"
"2020-04-04","788583","KR","28","8.96"
"2020-04-25","92551","IE","6","12.48"
"2020-03-21","791401","UA","9","0.27"
"2020-05-07","794235","MD","2","0.01"
"2020-04-12","787262","DE","2","0.97"
"2020-04-17","22083","DE","11","0.43"
"2020-03-23","92708","JP","2","1.08"
"2020-05-11","794235","KG","6","0.03"
"2020-04-24","794235","EC","4","0.02"
"2020-05-15","794235","VI","1","0.01"
"2020-03-21","788001","GE","50","1.06"
"2020-05-03","90619","AT","2","1.33"
"2020-04-30","794235","PK","100","0.48"
"2020-04-19","793773","MK","0","0.02"
"2020-04-26","794235","BD","34","0.17"
"2020-04-04","94502","SK","16","13.61"
"2020-05-01","91872","FR","10","18.64"
"2020-04-03","19115","UA","259","48.23"
"2020-03-27","19115","JP","5","2.24"
"2020-04-29","794235","LA","4","0.02"
"2020-04-19","19115","HK","1","0.97"
"2020-05-10","19115","SE","3","2.42"
"2020-03-24","19115","FI","6","1.93"
"2020-03-26","90619","DK","1","3.15"
"2020-03-23","19115","NO","1","0.29"
"2020-05-03","792410","CG","10","0.2"
"2020-04-16","94692","UA","93","51"
"2020-05-17","788298","IT","10","1.72"
"2020-04-09","790778","UA","204","24.53"
"2020-03-25","19115","ES","30","5.98"
"2020-05-14","794235","KE","2","0.02"
"2020-04-16","789016","NO","0","0.24"
"2020-05-17","19115","KR","6","14.44"
"2020-03-27","790523","RU","4","0.03"
"2020-05-14","90039","BE","34","18.7"
"2020-04-26","787481","DE","3","1.69"
"2020-04-14","93546","NL","13","11.38"
"2020-04-19","792342","VN","0","3.24"
"2020-04-18","789909","RU","7","1.09"
"2020-05-08","794235","LB","21","0.1"
"2020-04-11","159854","UK","24","10.29"
"2020-05-09","794235","BG","2","0.01"
"2020-05-05","794235","SR","3","0.02"
"2020-04-24","792410","VN","147","2.56"
"2020-04-26","794235","MM","14","0.08"
"2020-03-19","19115","RO","15","2.85"
"2020-04-05","803287","FR","3","1.57"
"2020-03-23","19115","CZ","25","9.28"
"2020-05-06","788127","IN","2","0.07"
"2020-04-17","793773","TT","0","0.01"
"2020-05-02","788709","KZ","19","1.49"
"2020-05-03","160483","JP","21","9.95"
"2020-04-20","790465","RU","178","30.08"
"2020-03-25","93101","KR","3","0.4"
"2020-04-23","794235","DO","2","0.02"
"2020-04-11","791631","US","103","87.92"
"2020-05-15","90619","DE","52","61.31"
"2020-03-24","161666","PH","28","2.32"
"2020-04-10","787274","DE","131","79.99"
"2020-04-30","792410","AR","404","8.14"
"2020-05-05","93027","KR","8","22.82"
"2020-04-16","786955","CA","2","0.5"
"2020-05-07","95040","UA","192","47.05"
"2020-04-27","791179","UA","19","6.68"
"2020-05-08","94248","QA","3","0.39"
"2020-05-12","794235","GT","3","0.01"
"2020-04-11","89917","AU","2","0.06"
"2020-04-19","787112","CL","13","1.91"
"2020-04-27","791300","UA","2","0.08"
"2020-03-23","22083","null","0","0.2336"
"2020-04-14","93619","NO","1","1.41"
"2020-03-28","19115","IE","2","0.4"
"2020-04-26","160483","KR","55","67.35"
"2020-05-08","94157","QA","2","5.87"
"2020-04-22","98067","RU","66","8.82"
"2020-04-26","93399","NL","32","30.51"
"2020-05-10","786429","AT","5","2.82"
"2020-04-27","94342","SE","4","7.03"
"2020-04-13","93295","KZ","118","31.46"
"2020-05-17","22083","CH","2","8.78"
"2020-05-17","19115","UK","6","3.53"
"2020-05-18","794235","HR","5","0.04"
"2020-04-19","786909","BY","0","2.76"
"2020-05-05","794235","MK","6","0.03"
"2020-05-01","788248","IN","0","0.06"
"2020-04-30","794235","CO","2","0.02"
"2020-04-22","95659","US","29","48.28"
"2020-05-01","803115","DE","7","3.3"
"2020-05-17","794235","KH","26","0.21"
"2020-04-28","22083","UNKNOWN","0","18.18"
"2020-04-09","788408","IT","14","0.98"
"2020-04-19","789470","PL","4","0.4"
"2020-05-05","22083","DE","7","8.65"
"2020-03-22","787456","DE","6","0.51"
"2020-04-28","92708","JP","22","47.65"
"2020-04-16","790411","RU","209","34.26"
"2020-04-15","90619","AT","8","3.54"
"2020-05-18","794235","EG","101","0.81"
"2020-05-03","794235","MA","6","0.03"
"2020-03-28","19115","HK","0","0.61"
"2020-03-19","91872","FR","1","0.46"
"2020-05-15","19115","UA","89","22.83"
"2020-04-03","161569","US","23","15.89"
"2020-03-25","789083","PH","12","0.26"
"2020-03-19","93355","LT","9","0.27"
"2020-05-13","790778","UA","338","47.92"
"2020-04-15","786627","BR","3","0.28"
"2020-04-10","89985","BE","18","24.05"
"2020-04-15","789050","NZ","16","3.21"
"2020-04-23","789292","PL","364","55.5"
"2020-05-06","94692","UA","91","35.88"
"2020-04-02","787088","CH","9","1.44"
"2020-04-05","788298","IT","159","16.7"
"2020-04-25","90619","DK","4","0.93"
"2020-03-21","789602","RU","0","205.3011"
"2020-04-12","19115","SE","4","1.94"
"2020-04-23","19115","FI","6","2.27"
"2020-05-01","792410","PH","41","0.82"
"2020-05-02","791542","UK","29","20.31"
"2020-04-22","19115","ES","16","3.69"
"2020-04-26","22083","US","25","76.95"
"2020-05-07","794235","RS","1","0.01"
"2020-04-08","90039","BE","0","0.11"
"2020-04-05","19115","KR","5","4.52"
"2020-05-15","794235","EE","2","0.02"
"2020-04-20","22083","CA","1","4.7"
"2020-05-07","159854","UK","16","5.93"
"2020-04-28","22083","TW","1","0.85"
"2020-05-14","22083","RU","32","22.74"
"2020-05-15","792410","UZ","37","0.51"
"2020-04-04","90375","CH","0","0.01"
"2020-04-26","794235","PF","3","0.01"
"2020-04-16","788127","IN","997","35.36"
"2020-04-09","786843","BY","348","16.48"
"2020-05-01","19115","RO","12","2.21"
"2020-04-22","794235","VE","37","0.15"
"2020-04-28","19115","CZ","12","4.19"
"2020-04-28","786995","CH","21","20.08"
"2020-04-15","160483","JP","77","52.54"
"2020-04-20","794235","JO","3","0.02"
"2020-05-06","803255","UA","6","1.19"
"2020-04-07","792192","UZ","4","0.1"
"2020-04-03","93596","NO","9","14.69"
"2020-04-11","95040","UA","85","15.26"
"2020-04-17","93027","KR","0","0.91"
"2020-05-08","787274","DE","83","30.07"
"2020-05-14","787935","GE","3","0.12"
"2020-03-18","789077","PH","2","0.21"
"2020-04-22","93101","KR","5","0.4"
"2020-04-03","90619","DE","68","49.67"
"2020-05-07","791631","US","114","92.08"
"2020-05-07","89917","AU","17","17.57"
"2020-05-13","794235","TZ","2","0.02"
"2020-04-30","22083","FR","6","6.51"
"2020-04-10","94248","QA","1","0.39"
"2020-03-20","160483","TW","1","0.5"
"2020-05-14","794235","TH","1","0.01"
"2020-04-05","786671","BR","43","1.32"
"2020-03-19","803588","RU","529","43.1"
"2020-03-27","96175","CO","11","0.12"
"2020-05-08","803170","RU","65","42.14"
"2020-04-14","92097","FR","17","7.41"
"2020-03-24","92193","FR","16","0.94"
"2020-03-26","94405","SE","19","2.85"
"2020-04-30","93687","NZ","4","4.26"
"2020-04-06","788531","KR","14","39.4"
"2020-05-11","19115","HU","5","0.49"
"2020-05-06","159253","DE","47","11.46"
"2020-04-06","803151","RU","33","18.45"
"2020-04-03","19115","DK","6","2.68"
"2020-03-27","788099","IL","1","0.04"
"2020-05-08","794235","SO","3","0.02"
"2020-04-29","22083","UK","7","4.1"
"2020-04-05","19115","IT","22","4.01"
"2020-04-16","93261","KZ","5","0.42"
"2020-05-05","791763","US","46","36.82"
"2020-04-29","19115","CH","3","1.35"
"2020-04-08","95842","US","22","24.57"
"2020-03-21","159253","DK","5","2.2"
"2020-04-06","790034","RU","4305","795.28"
"2020-04-22","787733","FR","376","90.05"
"2020-04-25","19115","DE","39","29.28"
"2020-04-19","22083","NL","4","2.1"
"2020-04-15","791951","US","1","0.33"
"2020-04-07","786357","AE","0","0.24"
"2020-05-08","91502","FI","21","3"
"2020-03-30","95394","UA","57","0.85"
"2020-05-16","794235","IL","1","0.01"
"2020-03-23","790667","TH","2","0.02"
"2020-03-23","19115","PL","8","1.33"
"2020-03-26","788948","MD","40","1.2"
"2020-04-30","94033","PL","93","28.39"
"2020-05-06","22083","JP","5","7.31"
"2020-05-18","90133","BY","26","0.48"
"2020-05-05","159854","FR","42","8.55"
"2020-03-21","158583","TW","23","11.5"
"2020-04-08","787676","DK","2","0.26"
"2020-05-16","19115","US","11","25.18"
"2020-05-03","794235","NI","11","0.05"
"2020-05-09","788839","LV","20","4.81"
"2020-03-24","161666","MY","51","6.24"
"2020-05-08","19115","BE","12","3.52"
"2020-04-26","786714","BY","354","39.44"
"2020-04-14","160845","RU","2042","324.87"
"2020-05-18","159253","AT","1","0.71"
"2020-05-18","19115","TW","12","18.23"
"2020-03-23","158583","US","125","102.5"
"2020-05-01","19115","RU","1305","364.53"
"2020-05-17","794235","IN","83","0.67"
"2020-03-25","788206","IN","3","0.02"
"2020-04-06","788761","KZ","1","0.03"
"2020-03-28","792160","UZ","1","0.01"
"2020-04-11","159854","IT","19","3.03"
"2020-05-14","22083","SA","2","1.47"
"2020-03-23","161666","ID","289","17.34"
"2020-05-04","792410","PY","55","1.08"
"2020-04-26","792410","AM","57","0.86"
"2020-04-18","786530","AU","43","27.66"
"2020-05-14","94157","UN","0","0.04"
"2020-05-18","794235","KZ","2","0.02"
"2020-04-29","19115","AT","1","2.8"
"2020-04-15","788044","HR","2","0.31"
"2020-04-25","786918","BY","160","8.95"
"2020-04-04","19115","HR","9","1.47"
"2020-04-11","19115","QA","2","0.08"
"2020-05-01","161271","UA","52","2.41"
"2020-05-14","792410","GE","25","0.56"
"2020-04-22","92847","JP","3","8.48"
"2020-05-11","19115","FR","9","7.15"
"2020-04-21","794235","DZ","39","0.2"
"2020-05-18","794235","GA","0","0.01"
"2020-03-27","93375","MX","8","0.09"
"2020-05-15","794235","ID","10","0.08"
"2020-03-27","161666","BR","39","3.2"
"2020-05-01","794235","KH","2","0.01"
"2020-05-07","95659","US","23","61.38"
"2020-04-20","794235","MK","3","0.02"
"2020-05-15","794235","CO","21","0.17"
"2020-05-01","19115","UK","9","6.06"
"2020-05-01","22083","CH","0","1.13"
"2020-05-11","93399","NL","36","28.78"
"2020-04-30","94033","UN","0","0.3"
"2020-05-11","160483","KR","54","53.3"
"2020-04-23","94157","QA","5","0.53"
"2020-04-14","19115","IE","5","1.11"
"2020-04-30","790709","TW","1","0.4"
"2020-05-04","787112","CL","221","23.92"
"2020-04-10","790575","SE","10","1.42"
"2020-04-05","91872","FR","42","40.44"
"2020-04-30","19115","UA","55","10.23"
"2020-04-14","19115","HK","2","0.62"
"2020-03-29","90619","AT","4","14.04"
"2020-05-02","794235","EG","34","0.16"
"2020-05-18","22083","UNKNOWN","0","10.43"
"2020-04-20","22083","DE","3","13.45"
"2020-04-08","787456","DE","1","0.09"
"2020-05-13","92708","JP","6","36.05"
"2020-03-23","788408","IT","232","21.06"
"2020-05-15","794235","BA","19","0.17"
"2020-04-12","92551","IE","0","0.01"
"2020-04-29","22083","RU","181","105.2"
"2020-04-15","789909","RU","367","56.83"
"2020-05-13","22083","TW","1","4.3"
"2020-04-22","159854","UK","10","4.48"
"2020-03-23","788477","JP","16","4.48"
"2020-05-05","22083","CA","7","1.8"
"2020-03-19","19115","KR","42","81.55"
"2020-03-18","791913","US","0","6.0408"
"2020-04-22","794235","RS","2","0.01"
"2020-04-07","787481","DE","169","61.88"
"2020-04-19","93546","NL","16","26.85"
"2020-05-11","22083","US","13","47.6"
"2020-04-17","793773","AR","0","0.01"
"2020-05-07","19115","ES","32","4.91"
"2020-03-29","788563","KR","9","1.72"
"2020-05-18","791542","UK","2","0.75"
"2020-05-14","794235","SV","11","0.09"
"2020-03-26","19115","SE","8","10.55"
"2020-05-08","19115","FI","6","1.87"
"2020-05-17","792410","PH","35","0.6"
"2020-05-10","90619","DK","4","0.35"
"2020-05-13","19115","NO","1","0.39"
"2020-04-21","94692","UA","134","40.23"
"2020-05-08","789292","PL","4","1.06"
"2020-03-29","786627","BR","13","1.19"
"2020-04-28","790778","UA","765","91.47"
"2020-05-13","160696","PL","227","58.82"
"2020-05-15","794235","MH","1","0.01"
"2020-04-11","791872","US","17","23.34"
"2020-04-22","89917","AU","9","16.87"
"2020-05-16","22083","FR","4","10.38"
"2020-05-07","93101","KR","8","0.37"
"2020-04-22","791631","US","21","20.6"
"2020-04-23","787274","DE","63","27.32"
"2020-04-29","787935","GE","195","16.56"
"2020-04-06","791179","UA","70","25.88"
"2020-03-21","792192","UZ","19","0.19"
"2020-04-04","788709","KZ","82","13.61"
"2020-05-05","794235","JO","6","0.03"
"2020-03-29","160483","JP","9","3.76"
"2020-05-07","794235","VE","19","0.09"
"2020-05-17","19115","RO","16","10.57"
"2020-05-13","19115","CZ","14","10.09"
"2020-05-13","786995","CH","17","19.31"
"2020-03-23","786843","BY","502","17.5"
"2020-04-29","792342","UZ","0","0.02"
"2020-04-30","792410","UZ","460","11.6"
"2020-03-22","95842","US","17","14.33"
"2020-04-20","791763","US","40","36.46"
"2020-03-19","19115","IT","20","10.62"
"2020-05-14","22083","UK","8","5.84"
"2020-04-23","794235","SO","5","0.02"
"2020-03-20","94578","SK","11","0.35"
"2020-04-21","159253","DE","23","15.79"
"2020-04-26","19115","HU","10","1.05"
"2020-04-29","92368","HK","1","1.7"
"2020-04-26","794235","ZM","2","0.01"
"2020-05-16","794235","MZ","1","0.01"
"2020-04-05","803588","RU","895","91.46"
"2020-04-06","160483","TW","1","0.32"
"2020-05-13","794235","SD","5","0.05"
"2020-04-20","159854","FR","38","7.17"
"2020-05-02","90133","BY","26","0.36"
"2020-05-16","794235","LT","8","0.06"
"2020-03-29","158583","DE","1","0.3"
"2020-04-21","22083","JP","1","3"
"2020-04-12","788948","MD","40","1.5"
"2020-03-25","90262","CA","8","0.89"
"2020-04-09","19115","PL","134","39.97"
"2020-03-29","791951","US","76","25.53"
"2020-04-23","91502","FI","9","1.87"
"2020-03-21","786357","AE","1","0.09"
"2020-05-04","22083","NL","3","2.26"
"2020-05-10","19115","DE","52","63.86"
"2020-03-30","90464","UN","0","0.5"
"2020-03-20","790034","RU","1974","199.04"
"2020-04-07","787170","CZ","6","0.78"
"2020-05-07","787733","FR","3","0.72"
"2020-04-07","159253","DK","1","0.07"
"2020-04-08","92536","IE","6","4.25"
"2020-03-26","161666","IE","4","0.75"
"2020-04-02","788109","IL","7","0.28"
"2020-05-03","786530","AU","2","0.94"
"2020-05-11","792410","AM","49","0.98"
"2020-03-25","159854","IT","19","1.66"
"2020-03-20","788761","KZ","120","3.87"
"2020-04-20","793773","TN","0","0.01"
"2020-04-10","788636","KZ","360","28.7"
"2020-05-01","794235","IN","5","0.02"
"2020-05-17","19115","RU","179","42.71"
"2020-05-02","19115","TW","0","2.03"
"2020-05-02","159253","AT","2","0.31"
"2020-03-19","96175","RS","2","0.02"
"2020-03-28","160845","RU","316","43.52"
"2020-05-11","786714","BY","9","1.12"
"2020-05-15","794235","MR","2","0.02"
"2020-04-14","94530","SK","20","6.07"
"2020-04-23","19115","BE","3","1.4"
"2020-03-23","792044","US","331","300.29"
"2020-04-03","19115","NZ","6","3.84"
"2020-04-30","19115","US","21","41.07"
"2020-03-30","161527","UA","22","1.4"
"2020-04-30","95525","UK","24","33.41"
"2020-05-02","794235","GA","2","0.01"
"2020-05-06","794235","DZ","39","0.21"
"2020-04-26","19115","FR","8","5.69"
"2020-05-07","92847","JP","5","29.47"
"2020-05-18","794235","BY","2","0.02"
"2020-05-14","794235","SL","2","0.01"
"2020-04-29","792410","GE","15","0.3"
"2020-05-13","787244","DE","41","45.53"
"2020-05-17","161271","UA","142","10.15"
"2020-04-10","93806","PL","95","38.26"
"2020-03-18","19115","HR","2","0.38"
"2020-04-13","787708","FI","5","0.7"
"2020-04-14","789528","RO","177","19.67"
"2020-03-22","91391","DK","2","0.49"
"2020-04-05","790653","SK","101","9.7"
"2020-04-26","794235","TJ","2","0.01"
"2020-04-07","788794","KZ","36","0.98"
"2020-04-09","790437","RU","172","28.98"
"2020-05-17","794235","GF","1","0.01"
"2020-05-02","160483","TW","30","19.87"
"2020-05-03","788078","ID","1","0.02"
"2020-04-05","803287","UK","12","8.97"
"2020-05-11","19115","IT","4","1.43"
"2020-05-16","95842","US","6","10.06"
"2020-05-06","789616","RU","4","0.76"
"2020-05-02","789436","PL","162","38.12"
"2020-04-11","791763","US","83","74.64"
"2020-04-10","159253","DE","13","3.86"
"2020-04-05","19115","HU","18","1.28"
"2020-03-23","161666","KW","12","1.44"
"2020-05-13","19115","DK","8","9.41"
"2020-04-21","22083","BR","1","1.23"
"2020-04-07","788445","JP","11","21.48"
"2020-04-16","91502","FI","7","0.38"
"2020-05-01","787170","CZ","3","0.37"
"2020-03-25","161666","AE","13","1.8"
"2020-05-18","790034","RU","946","148.05"
"2020-03-28","19115","DE","101","60.9"
"2020-04-11","159854","FR","21","4.26"
"2020-04-06","90133","BY","34","0.47"
"2020-03-19","791927","US","22","8.79"
"2020-04-18","793773","SO","0","0.02"
"2020-04-30","19115","PL","47","25.26"
"2020-05-15","794235","KW","1","0.01"
"2020-05-14","794235","TG","3","0.02"
"2020-03-22","788390","IT","7","0.29"
"2020-05-11","789721","RU","279","51.42"
"2020-05-18","794235","GN","1","0.01"
"2020-05-10","160845","RU","857","160.91"
"2020-03-24","90464","CZ","67","30.7"
"2020-05-01","794235","AL","2","0.01"
"2020-04-08","19115","US","23","33.44"
"2020-04-16","19115","BE","5","1.28"
"2020-04-28","19115","NZ","1","0.35"
"2020-04-15","788839","LV","1","0.13"
"2020-05-13","794235","UA","2","0.02"
"2020-04-30","22083","KR","3","0.52"
"2020-03-20","92926","KR","0","0.2"
"2020-04-21","794235","HN","1","0.01"
"2020-05-16","794235","FJ","1","0.01"
"2020-03-21","19115","RU","1455","329.46"
"2020-04-21","788636","KZ","545","52.25"
"2020-04-06","19115","TW","13","10.01"
"2020-04-06","159253","AT","2","0.22"
"2020-04-02","22083","SA","0","0.22"
"2020-05-05","159854","IT","23","3.75"
"2020-04-30","794235","CR","2","0.01"
"2020-04-16","788019","GE","118","5.93"
"2020-04-27","794235","SI","2","0.01"
"2020-05-12","19115","HR","7","0.63"
"2020-05-01","794235","LY","12","0.06"
"2020-04-21","93806","PL","122","50.45"
"2020-04-04","19115","IS","3","1.18"
"2020-04-25","789528","RO","5","0.45"
"2020-04-06","89897","AU","7","16.92"
"2020-03-25","161666","NL","7","0.96"
"2020-04-09","95525","UK","1","0.43"
"2020-04-25","794235","TN","12","0.06"
"2020-05-08","792410","MX","38","0.8"
"2020-04-26","93761","NZ","8","5.85"
"2020-04-05","788982","MX","7","0.21"
"2020-04-05","19115","FR","18","6.85"
"2020-04-14","786429","AT","78","42.3"
"2020-03-18","787847","FR","164","17.44"
"2020-04-08","790709","TW","94","38"
"2020-03-18","791300","UA","483","20.63"
"2020-04-12","91425","FI","12","13.1"
"2020-04-01","96175","RO","4","0.05"
"2020-04-16","94157","QA","1","0.33"
"2020-04-25","19115","IE","2","0.7"
"2020-03-23","788894","LV","16","0.95"
"2020-04-11","787605","DE","27","21.6"
"2020-04-01","95659","US","42","67.81"
"2020-03-29","158519","UA","16","0.86"
"2020-03-24","161666","BE","16","2.4"
"2020-05-04","794235","BO","8","0.04"
"2020-04-07","19115","UK","7","2.82"
"2020-04-30","22083","IT","5","6.26"
"2020-05-17","794235","KG","19","0.16"
"2020-03-19","791401","UA","10","0.3"
"2020-04-19","92551","IE","0","2.34"
"2020-04-06","788583","KR","11","3.28"
"2020-04-08","803393","UA","105","17.85"
"2020-03-29","19115","JP","3","1.21"
"2020-04-09","19115","UA","77","9.53"
"2020-04-26","91872","FR","25","21.65"
"2020-04-30","794235","LA","6","0.03"
"2020-05-01","794235","BD","36","0.18"
"2020-04-06","94502","SK","22","12.35"
"2020-04-29","794235","PK","128","0.64"
"2020-03-19","788001","GE","44","0.92"
"2020-05-09","90619","AT","4","1.6"
"2020-05-16","794235","KE","3","0.02"
"2020-04-10","789016","NO","17","4.32"
"2020-04-12","22083","UNKNOWN","0","0.64"
"2020-03-19","22083","US","0","0.24"
"2020-04-01","19115","ES","12","2.33"
"2020-05-11","788298","IT","210","33.59"
"2020-04-10","94692","UA","205","83.38"
"2020-05-09","792410","CG","5","0.1"
"2020-03-30","19115","FI","5","1.32"
"2020-05-04","19115","SE","4","0.82"
"2020-03-28","90619","DK","0","4.34"
"2020-05-07","794235","SR","3","0.02"
"2020-05-03","794235","BG","1","0.01"
"2020-04-17","159854","UK","19","4.95"
"2020-05-15","786515","AU","12","5.23"
"2020-04-02","22083","RU","0","0.37"
"2020-04-24","789909","RU","1","0.08"
"2020-04-25","792342","VN","0","0.02"
"2020-05-06","794235","LB","19","0.09"
"2020-05-01","787481","DE","1","0.3"
"2020-04-02","803287","US","7","7.24"
"2020-04-12","93546","NL","1","2.92"
"2020-03-27","158583","SE","2","0.5"
"2020-05-11","19115","KR","2","1.31"
"2020-05-09","160483","JP","8","7.37"
"2020-04-27","788709","KZ","22","2.53"
"2020-05-17","794235","HU","3","0.02"
"2020-05-08","788127","IN","2","0.12"
"2020-05-03","794235","CI","2","0.01"
"2020-03-21","19115","RO","14","3.06"
"2020-05-01","794235","MM","10","0.06"
"2020-04-20","791872","US","1","1.74"
"2020-05-18","794235","GT","9","0.07"
"2020-04-17","89917","AU","1","5.89"
"2020-03-23","96175","GE","2","0.05"
"2020-05-06","94248","QA","4","0.23"
"2020-04-10","786955","CA","15","3.59"
"2020-05-07","93027","KR","14","23.75"
"2020-04-28","792410","AR","507","10.26"
"2020-04-11","789587","RO","26","1.3"
"2020-05-02","791179","UA","0","0.09"
"2020-05-05","95040","UA","213","60.02"
"2020-04-17","791631","US","113","94.02"
"2020-04-01","93101","KR","6","0.6"
"2020-05-13","90619","DE","43","43.66"
"2020-04-22","790465","RU","192","29.45"
"2020-04-25","794235","UZ","2","0.01"
"2020-04-30","792342","AR","0","0.02"
"2020-04-16","787274","DE","178","92.15"
"2020-04-28","19115","DK","6","4.22"
"2020-03-25","161666","ES","22","1.76"
"2020-03-19","19115","HU","6","0.73"
"2020-03-24","159253","DE","172","41.23"
"2020-04-02","19115","CH","1","0.21"
"2020-03-23","161666","NO","1","0.16"
"2020-04-30","95842","US","20","33.31"
"2020-04-21","789616","RU","938","157.56"
"2020-04-02","22083","UK","0","0.19"
